id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality
ETP 99,atakus,atakus,𐌀𐌕𐌀𐌊𐌖𐌔,atakus,,250.0,250.0,1.000,clean
ETP 122,apalus,apalus,𐌀𐌐𐌀𐌋𐌖𐌔,apalus,,500.0,400.0,1.000,clean
ETP 123,peiθe,peiθe,𐌐𐌄𐌉𐌈𐌄,peiθe,,450.0,400.0,1.000,clean
CIE 2612,𐌀𐌍𐌉𐌀:𐌐𐌖𐌐𐌀𐌉𐌍𐌄𐌉:𐌋𐌀𐌓𐌈𐌀𐌋𐌉𐌔𐌀,ania:pupainei:l|arθalisa,𐌀𐌍𐌉𐌀:𐌐𐌖𐌐𐌀𐌉𐌍𐌄𐌉:𐌋|𐌀𐌓𐌈𐌀𐌋𐌉𐌔𐌀,ania pupainei l arθalisa,,,,1.000,clean
CIE 2613,𐌊.𐌐𐌖𐌋𐌅𐌄𐌍𐌍𐌉𐌅𐌔.𐌊.𐌅𐌊𐌀𐌋𐌀𐌌𐌖𐌔,C.Pulfennius:C.f|Calamus,,C.Pulfennius C.f Calamus,,,,1.000,clean
Cr 1.141,vel • crepus • [lar]θaliσ'a,vel • crepus • [lar]θaliσ'a,𐌅𐌄𐌋 • 𐌂𐌓𐌄𐌐𐌖𐌔 • [𐌋𐌀𐌓]𐌈𐌀𐌋𐌉𐌑'𐌀,vel crepus,"Vel Crepus, the (son) of Larth",,,0.667,clean
ETP 92,[---]kalu,[---]kalu,[---]𐌊𐌀𐌋𐌖,,,250.0,250.0,0.000,clean
ETP 124,putina : ceizra : acil,putina ceizra acil,𐌐𐌖𐌕𐌉𐌍𐌀 𐌂𐌄𐌉𐌆𐌓𐌀 𐌀𐌂𐌉𐌋,putina ceizra acil,,250.0,200.0,1.000,clean
ETP 125,a c e v φ f,a c e v φ f,𐌀 𐌂 𐌄 𐌅 𐌘 𐌚,a c e v φ f,,500.0,500.0,1.000,clean
ETP 126,uσeli • i,uσeli • i,𐌖𐌑𐌄𐌋𐌉 • 𐌉,uσeli i,,550.0,500.0,1.000,clean
ETP 127,[---]θ nerc[---],[---]θ nerc[---],[---]𐌈 𐌍𐌄𐌓𐌂[---],,,500.0,400.0,0.000,clean
ETP 128,mi mulu venelasi velχaesi rasuniesi,mi mulu venelasi velχaesi rasuniesi,𐌌𐌉 𐌌𐌖𐌋𐌖 𐌅𐌄𐌍𐌄𐌋𐌀𐌔𐌉 𐌅𐌄𐌋𐌙𐌀𐌄𐌔𐌉 𐌓𐌀𐌔𐌖𐌍𐌉𐌄𐌔𐌉,mi mulu venelasi velχaesi rasuniesi,I (was) given to Venel and Velkhae Rasunies.,650.0,600.0,1.000,clean
ETP 141,l[---]atin[---]am [---]nal,l[---]atin[---]am [---]nal,𐌋[---]𐌀𐌕𐌉𐌍[---]𐌀𐌌 [---]𐌍𐌀𐌋,,,,,0.000,clean
Ta 1.31,[e]ca : σ'uθi anes | cuclnies,[e]ca σ'uθi anes cuclnies,[𐌄]𐌂𐌀 𐌑'𐌖𐌈𐌉 𐌀𐌍𐌄𐌔 𐌂𐌖𐌂𐌋𐌍𐌉𐌄𐌔,σ'uθi anes cuclnies,This (is) the tomb of Ane Cuclnies.,,,0.750,clean
Ta 1.62,laris : velχas | veluσ'a | clan,laris velχas veluσ'a clan,𐌋𐌀𐌓𐌉𐌔 𐌅𐌄𐌋𐌙𐌀𐌔 𐌅𐌄𐌋𐌖𐌑'𐌀 𐌂𐌋𐌀𐌍,laris velχas veluσ'a clan,"Laris Velkhas, the son of Vel",,,1.000,clean
Vt 4.5,fl • śupri manince | vipinaltra ulχniśla | clz tetanuσ,fl • śupri manince vipinaltra ulχniśla clz tetanuσ,𐌚𐌋 • 𐌑𐌖𐌐𐌓𐌉 𐌌𐌀𐌍𐌉𐌍𐌂𐌄 𐌅𐌉𐌐𐌉𐌍𐌀𐌋𐌕𐌓𐌀 𐌖𐌋𐌙𐌍𐌉𐌑𐌋𐌀 𐌂𐌋𐌆 𐌕𐌄𐌕𐌀𐌍𐌖𐌑,fl śupri manince vipinaltra ulχniśla clz tetanuσ,"Fl(avia) Shupri offered (?) (this statue) to (the divinity) Cel Tetanu (?) in honor of Vipinei, the wife of Ulkhni.",,,1.000,clean
Cr 2.15,mi lariςa velθieς,mi lariςa velθieς,𐌌𐌉 𐌋𐌀𐌓𐌉𐌑𐌀 𐌅𐌄𐌋𐌈𐌉𐌄𐌑,mi lariςa velθieς,I (am) the (vase/property) of Laris Velthies.,,,1.000,clean
Cr 2.33,mi squlias θina mlaχ mlakas,mi squlias θina mlaχ mlakas,𐌌𐌉 𐌔𐌒𐌖𐌋𐌉𐌀𐌔 𐌈𐌉𐌍𐌀 𐌌𐌋𐌀𐌙 𐌌𐌋𐌀𐌊𐌀𐌔,mi squlias θina mlaχ mlakas,I (am) the beautiful water vessel of the beautiful Squlia.,,,1.000,clean
16859,chl,χl,𐌙𐌋,χl,,,,1.000,clean
Cr 3.12,mi hirumesi mulu,mi hirumesi mulu,𐌌𐌉 𐌇𐌉𐌓𐌖𐌌𐌄𐌔𐌉 𐌌𐌖𐌋𐌖,mi hirumesi mulu,I (was) given to Hirume.,,,1.000,clean
LL 5,var • celi • śuθ,var • celi • śuθ,𐌅𐌀𐌓 • 𐌂𐌄𐌋𐌉 • 𐌑𐌖𐌈,var celi śuθ,Place the var on the ground.,,,1.000,clean
Ta 1.182,camnas • larθ • larθal • σ'atnalc • clan • an • σ'uθi • lavtni • zivas • ceriχu<nce> ...,camnas • larθ • larθal • σ'atnalc • clan • an • σ'uθi • lavtni • zivas • ceriχu<nce> ...,𐌂𐌀𐌌𐌍𐌀𐌔 • 𐌋𐌀𐌓𐌈 • 𐌋𐌀𐌓𐌈𐌀𐌋 • 𐌑'𐌀𐌕𐌍𐌀𐌋𐌂 • 𐌂𐌋𐌀𐌍 • 𐌀𐌍 • 𐌑'𐌖𐌈𐌉 • 𐌋𐌀𐌅𐌕𐌍𐌉 • 𐌆𐌉𐌅𐌀𐌔 • 𐌂𐌄𐌓𐌉𐌙𐌖<𐌍𐌂𐌄> ...,camnas larθ larθal σ'atnalc clan an σ'uθi lavtni zivas ...,"(it was) Larth Camnas, the son of Larth and Shatnei, who built (this) family tomb while still living.",,,0.909,clean
Ta 1.89,lucer • laθerna | svalce avil | XXVI,lucer • laθerna svalce avil xxvi,𐌋𐌖𐌂𐌄𐌓 • 𐌋𐌀𐌈𐌄𐌓𐌍𐌀 𐌔𐌅𐌀𐌋𐌂𐌄 𐌀𐌅𐌉𐌋 𐌗𐌗𐌅𐌉,lucer laθerna svalce avil xxvi,Lucer Latherna lived for twenty-six years.,,,1.000,clean
Vs 1.86,mi larices telaθuras σ'uθi,mi larices telaθuras σ'uθi,𐌌𐌉 𐌋𐌀𐌓𐌉𐌂𐌄𐌔 𐌕𐌄𐌋𐌀𐌈𐌖𐌓𐌀𐌔 𐌑'𐌖𐌈𐌉,mi larices telaθuras σ'uθi,I (am) the tomb of Larice Telathuras.,,,1.000,clean
Vc 7.38,eca : ersce : nac : aχrum : flerθrce,eca ersce nac aχrum flerθrce,𐌄𐌂𐌀 𐌄𐌓𐌔𐌂𐌄 𐌍𐌀𐌂 𐌀𐌙𐌓𐌖𐌌 𐌚𐌋𐌄𐌓𐌈𐌓𐌂𐌄,eca ersce nac aχrum flerθrce,this one ersce because Acheron flerthrce,,,1.000,clean
Ve 3.2,velθur tulumneš pesn<a> <n>uzinaie mene mul[uvanice],velθur tulumneš pesn<a> <n>uzinaie mene mul[uvanice],𐌅𐌄𐌋𐌈𐌖𐌓 𐌕𐌖𐌋𐌖𐌌𐌍𐌄𐌔 𐌐𐌄𐌔𐌍<𐌀> <𐌍>𐌖𐌆𐌉𐌍𐌀𐌉𐌄 𐌌𐌄𐌍𐌄 𐌌𐌖𐌋[𐌖𐌅𐌀𐌍𐌉𐌂𐌄],velθur tulumneš mene,Velthur Tulumnes (and) Pesna Nuzinaie gave me (as a gift).,,,0.500,clean
Vt 1.58,mi laruσ : arianaσ • anaσnieσ klan,mi laruσ arianaσ • anaσnieσ klan,𐌌𐌉 𐌋𐌀𐌓𐌖𐌑 𐌀𐌓𐌉𐌀𐌍𐌀𐌑 • 𐌀𐌍𐌀𐌑𐌍𐌉𐌄𐌑 𐌊𐌋𐌀𐌍,mi laruσ arianaσ anaσnieσ klan,"I (am the tomb) of Laru Ariana, son of Anasnie.",500.0,400.0,1.000,clean
CIE 2619,AX1ANA9,AX1ANA9,,,,,,0.000,ocr_failed
CIE 262,IИAƧUƧVƎMVAJ IAN.ƆMƎJ,InAsUsVeMVAJ IAN.cMeJ,,,,,,0.000,needs_review
Ta 1.81,θui • clθi • mutn{ai}θi vel • veluσ'a • avils cis • zaθrmisc seitiθialiσ'a,θui • clθi • mutn{ai}θi vel • veluσ'a • avils cis • zaθrmisc seitiθialiσ'a,𐌈𐌖𐌉 • 𐌂𐌋𐌈𐌉 • 𐌌𐌖𐌕𐌍{𐌀𐌉}𐌈𐌉 𐌅𐌄𐌋 • 𐌅𐌄𐌋𐌖𐌑'𐌀 • 𐌀𐌅𐌉𐌋𐌔 𐌂𐌉𐌔 • 𐌆𐌀𐌈𐌓𐌌𐌉𐌔𐌂 𐌔𐌄𐌉𐌕𐌉𐌈𐌉𐌀𐌋𐌉𐌑'𐌀,θui clθi vel veluσ'a avils cis zaθrmisc seitiθialiσ'a,"Here in this sarcophagus (lies) Vel, the (son) of Vel, (dead) at age twenty-three, the (son) of Seitithi.",200.0,100.0,0.889,clean
Um 1.7,[c]afates • lr • lr • netσ'vis • trutnvt • frontac,[c]afates • lr • lr • netσ'vis • trutnvt • frontac,[𐌂]𐌀𐌚𐌀𐌕𐌄𐌔 • 𐌋𐌓 • 𐌋𐌓 • 𐌍𐌄𐌕𐌑'𐌅𐌉𐌔 • 𐌕𐌓𐌖𐌕𐌍𐌅𐌕 • 𐌚𐌓𐌏𐌍𐌕𐌀𐌂,lr lr netσ'vis trutnvt frontac,"Lucius Cafatius, son of Lucius, of the voting tribe Stellatina, haruspex, interpreter of lightening strikes.",100.0,50.0,0.833,clean
ETP 15,[cav]aθas mi seχis ein men[p]e kape mi nunaχ,[cav]aθas mi seχis ein men[p]e kape mi nunaχ,[𐌂𐌀𐌅]𐌀𐌈𐌀𐌔 𐌌𐌉 𐌔𐌄𐌙𐌉𐌔 𐌄𐌉𐌍 𐌌𐌄𐌍[𐌐]𐌄 𐌊𐌀𐌐𐌄 𐌌𐌉 𐌍𐌖𐌍𐌀𐌙,mi seχis ein kape mi nunaχ,"I (am the skyphos) of Cavatha, the daughter. Don't take me. I am nunax.",500.0,450.0,0.750,clean
ETP 28,mi ςunθeruza ςpuriaς mlakaς,mi ςunθeruza ςpuriaς mlakaς,𐌌𐌉 𐌑𐌖𐌍𐌈𐌄𐌓𐌖𐌆𐌀 𐌑𐌐𐌖𐌓𐌉𐌀𐌑 𐌌𐌋𐌀𐌊𐌀𐌑,mi ςunθeruza ςpuriaς mlakaς,I (am) the pyxis of the beautiful Spuria.,625.0,600.0,1.000,clean
OA 2.20,ica{i} patara vinumaia,ica{i} patara vinumaia,𐌉𐌂𐌀{𐌉} 𐌐𐌀𐌕𐌀𐌓𐌀 𐌅𐌉𐌍𐌖𐌌𐌀𐌉𐌀,patara vinumaia,This (is) the bowl of Vinumai.,500.0,500.0,0.667,clean
Ru 5.1,vl • afuna • vl • pes naliσ'a • cn • σ'uθi ceriχunce,vl • afuna • vl • pes naliσ'a • cn • σ'uθi ceriχunce,𐌅𐌋 • 𐌀𐌚𐌖𐌍𐌀 • 𐌅𐌋 • 𐌐𐌄𐌔 𐌍𐌀𐌋𐌉𐌑'𐌀 • 𐌂𐌍 • 𐌑'𐌖𐌈𐌉 𐌂𐌄𐌓𐌉𐌙𐌖𐌍𐌂𐌄,vl afuna vl pes naliσ'a cn σ'uθi ceriχunce,"Vel Afuna, (son) of Vel and Pesnei, built this tomb.",300.0,200.0,1.000,clean
Ve 3.13,m[i]ni mulvanice venali.a. .š.lapina.š. .e.n. mi<ni>pi capi m[i] n[u]na.i.,m[i]ni mulvanice venali.a. .š.lapina.š. .e.n. mi<ni>pi capi m[i] n[u]na.i.,𐌌[𐌉]𐌍𐌉 𐌌𐌖𐌋𐌅𐌀𐌍𐌉𐌂𐌄 𐌅𐌄𐌍𐌀𐌋𐌉.𐌀. .𐌔.𐌋𐌀𐌐𐌉𐌍𐌀.𐌔. .𐌄.𐌍. 𐌌𐌉<𐌍𐌉>𐌐𐌉 𐌂𐌀𐌐𐌉 𐌌[𐌉] 𐌍[𐌖]𐌍𐌀.𐌉.,mulvanice venali.a. .š.lapina.š. .e.n. capi,"Venalia, (family) of Slapinas, gave me (as a gift). Don't steal me. I (am) nunai.",600.0,500.0,0.556,clean
Ve 3.29,[mini] [avi]le zuqu {me} turace men[er]avas,[mini] [avi]le zuqu {me} turace men[er]avas,[𐌌𐌉𐌍𐌉] [𐌀𐌅𐌉]𐌋𐌄 𐌆𐌖𐌒𐌖 {𐌌𐌄} 𐌕𐌖𐌓𐌀𐌂𐌄 𐌌𐌄𐌍[𐌄𐌓]𐌀𐌅𐌀𐌔,zuqu turace,Avile Zuqu dedicated me to Minerva.,600.0,500.0,0.333,clean
CIE 2620,1M8JV1 A2MH1H9A,1M8JV1 A2MH1H9A,,,,,,0.000,ocr_failed
CIE 2621,PVLFENNIA ARRI,PVLFENNIA ARRI,,PVLFENNIA ARRI,,,,1.000,clean
ETP 27,vel uθraσ | mlax,vel uθraσ mlax,𐌅𐌄𐌋 𐌖𐌈𐌓𐌀𐌑 𐌌𐌋𐌀𐌗,vel uθraσ mlax,"Vel Uthra, (a) good (man)",,,1.000,clean
ETP 29,[ecn] [•] [tur]ce • cavi • cr[ai]culi • hercle.s.,[ecn] [•] [tur]ce • cavi • cr[ai]culi • hercle.s.,[𐌄𐌂𐌍] [•] [𐌕𐌖𐌓]𐌂𐌄 • 𐌂𐌀𐌅𐌉 • 𐌂𐌓[𐌀𐌉]𐌂𐌖𐌋𐌉 • 𐌇𐌄𐌓𐌂𐌋𐌄.𐌔.,cavi hercle.s.,? dedicated this (kylix) to ?.,500.0,400.0,0.286,clean
La 2.3,araz silqetenas spurianas,araz silqetenas spurianas,𐌀𐌓𐌀𐌆 𐌔𐌉𐌋𐌒𐌄𐌕𐌄𐌍𐌀𐌔 𐌔𐌐𐌖𐌓𐌉𐌀𐌍𐌀𐌔,araz silqetenas spurianas,(I am) Araz Silqetenas Spurianas.,600.0,500.0,1.000,clean
AV 6.1,[θ]ucer itane zinace titenas,[θ]ucer itane zinace titenas,[𐌈]𐌖𐌂𐌄𐌓 𐌉𐌕𐌀𐌍𐌄 𐌆𐌉𐌍𐌀𐌂𐌄 𐌕𐌉𐌕𐌄𐌍𐌀𐌔,itane zinace titenas,Thucer Titenas made this (vase).,600.0,575.0,0.750,clean
ETP 57,tite,tite,𐌕𐌉𐌕𐌄,tite,,300.0,300.0,1.000,clean
ETP 59,curs[ni] θana,curs[ni] θana,𐌂𐌖𐌓𐌔[𐌍𐌉] 𐌈𐌀𐌍𐌀,θana,,250.0,250.0,0.500,clean
ETP 60,[v]elθri[es • ] a [a]rce • ta[m]er [a • ] ril • L,[v]elθri[es • ] a [a]rce • ta[m]er [a • ] ril • l,[𐌅]𐌄𐌋𐌈𐌓𐌉[𐌄𐌔 • ] 𐌀 [𐌀]𐌓𐌂𐌄 • 𐌕𐌀[𐌌]𐌄𐌓 [𐌀 • ] 𐌓𐌉𐌋 • 𐌋,a ril l,,300.0,200.0,0.333,clean
Ta S.8,σ'eθlans uni trepu,σ'eθlans uni trepu,𐌑'𐌄𐌈𐌋𐌀𐌍𐌔 𐌖𐌍𐌉 𐌕𐌓𐌄𐌐𐌖,σ'eθlans uni trepu,"Shethlans, Uni, Trepu (worker ?)",300.0,300.0,1.000,clean
Vs 7.25,zatlaθ : aiθas,zatlaθ aiθas,𐌆𐌀𐌕𐌋𐌀𐌈 𐌀𐌉𐌈𐌀𐌔,zatlaθ aiθas,guard of Aitha (Hades),325.0,300.0,1.000,clean
Vt 4.2,θuσuθur σelaśva θlu θupit aisece tati,θuσuθur σelaśva θlu θupit aisece tati,𐌈𐌖𐌑𐌖𐌈𐌖𐌓 𐌑𐌄𐌋𐌀𐌑𐌅𐌀 𐌈𐌋𐌖 𐌈𐌖𐌐𐌉𐌕 𐌀𐌉𐌔𐌄𐌂𐌄 𐌕𐌀𐌕𐌉,θuσuθur σelaśva θlu θupit aisece tati,"O Thusu gods (?), the sela ones, thlu (?) in the thup (?). Tati aisece (this),",,,1.000,clean
ETP 93,spiu,spiu,𐌔𐌐𐌉𐌖,spiu,,200.0,200.0,1.000,clean
ETP 79,mi tiu,mi tiu,𐌌𐌉 𐌕𐌉𐌖,mi tiu,,300.0,200.0,1.000,clean
ETP 81,mi cipaχ,mi cipaχ,𐌌𐌉 𐌂𐌉𐌐𐌀𐌙,mi cipaχ,,550.0,520.0,1.000,clean
ETP 142,[---]x[.]x calix[---] a : velθxx[---],[---]x[.]x calix[---] a velθxx[---],[---]𐌗[.]𐌗 𐌂𐌀𐌋𐌉𐌗[---] 𐌀 𐌅𐌄𐌋𐌈𐌗𐌗[---],a,,,,0.250,clean
ETP 143,la[r]θi : θactr[ei ---],la[r]θi θactr[ei ---],𐌋𐌀[𐌓]𐌈𐌉 𐌈𐌀𐌂𐌕𐌓[𐌄𐌉 ---],,,,,0.000,clean
ETP 144,[---]t[---]vel[ . . (?)],[---]t[---]vel[ . . (?)],[---]𐌕[---]𐌅𐌄𐌋[ . . (?)],. .,,,,0.500,clean
ETP 145,aθ : [---]ni[-- -]e[---],aθ [---]ni[-- -]e[---],𐌀𐌈 [---]𐌍𐌉[-- -]𐌄[---],aθ,,,,0.333,clean
ETP 146,σuθina,σuθina,𐌑𐌖𐌈𐌉𐌍𐌀,σuθina,,400.0,300.0,1.000,clean
ETP 147,σuθina,σuθina,𐌑𐌖𐌈𐌉𐌍𐌀,σuθina,,400.0,200.0,1.000,clean
ETP 148,[ . ]θ[ . . . . ]ucx[ . . . ]uxumsnal : l ca[i]a : [pui]a :,[ . ]θ[ . . . . ]ucx[ . . . ]uxumsnal l ca[i]a [pui]a,[ . ]𐌈[ . . . . ]𐌖𐌂𐌗[ . . . ]𐌖𐌗𐌖𐌌𐌔𐌍𐌀𐌋 𐌋 𐌂𐌀[𐌉]𐌀 [𐌐𐌖𐌉]𐌀,. . . . . . . . l,,400.0,200.0,0.600,clean
ETP 167,[---]senθiial[---],[---]senθiial[---],[---]𐌔𐌄𐌍𐌈𐌉𐌉𐌀𐌋[---],,,500.0,480.0,0.000,clean
ETP 160,a • a • pumpnaliσa,a • a • pumpnaliσa,𐌀 • 𐌀 • 𐌐𐌖𐌌𐌐𐌍𐌀𐌋𐌉𐌑𐌀,a a pumpnaliσa,,100.0,100.0,1.000,clean
ETP 161,van[θ],van[θ],𐌅𐌀𐌍[𐌈],,,350.0,300.0,0.000,clean
ETP 162,θania : alσinei,θania alσinei,𐌈𐌀𐌍𐌉𐌀 𐌀𐌋𐌑𐌉𐌍𐌄𐌉,θania alσinei,,300.0,100.0,1.000,clean
ETP 163,av • talus,av • talus,𐌀𐌅 • 𐌕𐌀𐌋𐌖𐌔,av talus,,350.0,300.0,1.000,clean
346,arntles,arntles,𐌀𐌓𐌍𐌕𐌋𐌄𐌔,arntles,,,,1.000,clean
ETP 164,mi araθia,mi araθia,𐌌𐌉 𐌀𐌓𐌀𐌈𐌉𐌀,mi araθia,,650.0,600.0,1.000,clean
ETP 165,mi satu qurtunia{nia}s,mi satu qurtunia{nia}s,𐌌𐌉 𐌔𐌀𐌕𐌖 𐌒𐌖𐌓𐌕𐌖𐌍𐌉𐌀{𐌍𐌉𐌀}𐌔,mi satu,,650.0,625.0,0.667,clean
ETP 166,mi ramuθas,mi ramuθas,𐌌𐌉 𐌓𐌀𐌌𐌖𐌈𐌀𐌔,mi ramuθas,,675.0,650.0,1.000,clean
ETP 297,uri,uri,𐌖𐌓𐌉,uri,,550.0,550.0,1.000,clean
ETP 180,vel : [p]apa[s] : v,vel [p]apa[s] v,𐌅𐌄𐌋 [𐌐]𐌀𐌐𐌀[𐌔] 𐌅,vel v,,200.0,200.0,0.667,clean
ETP 181,meinei • papaσliσ a • vl • titialc • sec,meinei • papaσliσ a • vl • titialc • sec,𐌌𐌄𐌉𐌍𐌄𐌉 • 𐌐𐌀𐌐𐌀𐌑𐌋𐌉𐌑 𐌀 • 𐌅𐌋 • 𐌕𐌉𐌕𐌉𐌀𐌋𐌂 • 𐌔𐌄𐌂,meinei papaσliσ a vl titialc sec,"Meinei Papaslisha, daughter of Vel and Titi.",200.0,200.0,1.000,clean
ETP 182,fastia,fastia,𐌚𐌀𐌔𐌕𐌉𐌀,fastia,,600.0,500.0,1.000,clean
471,curtxn,curtxn,𐌂𐌖𐌓𐌕𐌗𐌍,curtxn,,,,1.000,clean
ETP 183,avalnies,avalnies,𐌀𐌅𐌀𐌋𐌍𐌉𐌄𐌔,avalnies,,500.0,500.0,1.000,clean
ETP 184,[m]i larusi ziχan[---],[m]i larusi ziχan[---],[𐌌]𐌉 𐌋𐌀𐌓𐌖𐌔𐌉 𐌆𐌉𐌙𐌀𐌍[---],larusi,,550.0,550.0,0.333,clean
ETP 185,m zu[---],m zu[---],𐌌 𐌆𐌖[---],m,,500.0,500.0,0.500,clean
ETP 202,arnθial ur[---],arnθial ur[---],𐌀𐌓𐌍𐌈𐌉𐌀𐌋 𐌖𐌓[---],arnθial,,300.0,100.0,0.500,clean
ETP 200,vipe : acries,vipe acries,𐌅𐌉𐌐𐌄 𐌀𐌂𐌓𐌉𐌄𐌔,vipe acries,,200.0,100.0,1.000,clean
ETP 201,cnaviies mi,cnaviies mi,𐌂𐌍𐌀𐌅𐌉𐌉𐌄𐌔 𐌌𐌉,cnaviies mi,,400.0,300.0,1.000,clean
ETP 220,lai [---],lai [---],𐌋𐌀𐌉 [---],lai,,,,0.500,clean
ETP 221,mi fasθiia alσiia,mi fasθiia alσiia,𐌌𐌉 𐌚𐌀𐌔𐌈𐌉𐌉𐌀 𐌀𐌋𐌑𐌉𐌉𐌀,mi fasθiia alσiia,,550.0,500.0,1.000,clean
ETP 222,[---]xesiiala,[---]xesiiala,[---]𐌗𐌄𐌔𐌉𐌉𐌀𐌋𐌀,,,600.0,550.0,0.000,clean
173,laucha,lauχa,𐌋𐌀𐌖𐌙𐌀,lauχa,,,,1.000,clean
174,thui,θui,𐌈𐌖𐌉,θui,here,,,1.000,clean
175,nalisa,nalisa,𐌍𐌀𐌋𐌉𐌔𐌀,nalisa,mr-larthnusununa,,,1.000,clean
207,venatnal,venatnal,𐌅𐌄𐌍𐌀𐌕𐌍𐌀𐌋,venatnal,,,,1.000,clean
20711,aa,aa,𐌀𐌀,aa,mr-aules,,,1.000,clean
20749,sp,sp,𐌔𐌐,sp,,,,1.000,clean
214,vezaceinazesialissa,vezaceinazesialissa,𐌅𐌄𐌆𐌀𐌂𐌄𐌉𐌍𐌀𐌆𐌄𐌔𐌉𐌀𐌋𐌉𐌔𐌔𐌀,vezaceinazesialissa,,,,1.000,clean
216,lce,lce,𐌋𐌂𐌄,lce,,,,1.000,clean
ETP 240,vel • ber comsn a • velosa {i},vel • ber comsn a • velosa {i},𐌅𐌄𐌋 • 𐌁𐌄𐌓 𐌂𐌏𐌌𐌔𐌍 𐌀 • 𐌅𐌄𐌋𐌏𐌔𐌀 {𐌉},vel ber comsn a velosa,"Vel Percomsna, the (son) of Vel.",100.0,0.0,0.833,clean
ETP 241,teace,teace,𐌕𐌄𐌀𐌂𐌄,teace,,400.0,300.0,1.000,clean
221,larthi velnei(al),larθi velnei(al),𐌋𐌀𐌓𐌈𐌉 𐌅𐌄𐌋𐌍𐌄𐌉(𐌀𐌋),larθi,,,,0.500,clean
7432,chechan,χeχan,𐌙𐌄𐌙𐌀𐌍,χeχan,,,,1.000,clean
7435,selvans(ia)l(si),selvans(ia)l(si),𐌔𐌄𐌋𐌅𐌀𐌍𐌔(𐌉𐌀)𐌋(𐌔𐌉),,,,,0.000,clean
188,vetela,vetela,𐌅𐌄𐌕𐌄𐌋𐌀,vetela,,,,1.000,clean
191,rthveteline,rθveteline,𐌓𐌈𐌅𐌄𐌕𐌄𐌋𐌉𐌍𐌄,rθveteline,,,,1.000,clean
197,thanautaunei,θanautaunei,𐌈𐌀𐌍𐌀𐌖𐌕𐌀𐌖𐌍𐌄𐌉,θanautaunei,mrs-thaniautaunei,,,1.000,clean
222,pilnpac,pilnpac,𐌐𐌉𐌋𐌍𐌐𐌀𐌂,pilnpac,,,,1.000,clean
232,mthinal,mθinal,𐌌𐌈𐌉𐌍𐌀𐌋,mθinal,mr-lariscvenle,,,1.000,clean
233,methna,meθna,𐌌𐌄𐌈𐌍𐌀,meθna,,,,1.000,clean
249,larthtite,larθtite,𐌋𐌀𐌓𐌈𐌕𐌉𐌕𐌄,larθtite,mr-larthtite,,,1.000,clean
254,elisnal,elisnal,𐌄𐌋𐌉𐌔𐌍𐌀𐌋,elisnal,mrs-velisnis,,,1.000,clean
260,afvuies,afvuies,𐌀𐌚𐌅𐌖𐌉𐌄𐌔,afvuies,mr-afvuies,,,1.000,clean
264,sthnuvlthathsa,sθnuvlθaθsa,𐌔𐌈𐌍𐌖𐌅𐌋𐌈𐌀𐌈𐌔𐌀,sθnuvlθaθsa,,,,1.000,clean
270,arthal,arθal,𐌀𐌓𐌈𐌀𐌋,arθal,mrs-arnthi,,,1.000,clean
271,--uisina,--uisina,--𐌖𐌉𐌔𐌉𐌍𐌀,,mr-aulelecne,,,0.000,clean
275,lecnesa,lecnesa,𐌋𐌄𐌂𐌍𐌄𐌔𐌀,lecnesa,,,,1.000,clean
16863,utt,utt,𐌖𐌕𐌕,utt,,,,1.000,clean
ETP 260,m[i] θane tuvθi,m[i] θane tuvθi,𐌌[𐌉] 𐌈𐌀𐌍𐌄 𐌕𐌖𐌅𐌈𐌉,θane tuvθi,,450.0,450.0,0.667,clean
ETP 261,mi • cavθas,mi • cavθas,𐌌𐌉 • 𐌂𐌀𐌅𐌈𐌀𐌔,mi cavθas,,450.0,400.0,1.000,clean
ETP 262,[m]i ca[vθas],[m]i ca[vθas],[𐌌]𐌉 𐌂𐌀[𐌅𐌈𐌀𐌔],,,450.0,400.0,0.000,clean
ETP 263,ve[ . ]is,ve[ . ]is,𐌅𐌄[ . ]𐌉𐌔,.,,300.0,300.0,0.333,clean
277,cnesa,cnesa,𐌂𐌍𐌄𐌔𐌀,cnesa,mr-lecnes-daughters-husband,,,1.000,clean
299,msatruesurcunusa,msatruesurcunusa,𐌌𐌔𐌀𐌕𐌓𐌖𐌄𐌔𐌖𐌓𐌂𐌖𐌍𐌖𐌔𐌀,msatruesurcunusa,,,,1.000,clean
7440,as,as,𐌀𐌔,as,,,,1.000,clean
7443,di,di,𐌃𐌉,di,,,,1.000,clean
7460,misu------------,misu------------,𐌌𐌉𐌔𐌖------------,,,,,0.000,clean
307,thnal,θnal,𐌈𐌍𐌀𐌋,θnal,,,,1.000,clean
308,seinal,seinal,𐌔𐌄𐌉𐌍𐌀𐌋,seinal,,,,1.000,clean
312,mifupninalarth,mifupninalarθ,𐌌𐌉𐌚𐌖𐌐𐌍𐌉𐌍𐌀𐌋𐌀𐌓𐌈,mifupninalarθ,ithe-burial-boxof-mr-larth,,,1.000,clean
315,afur,afur,𐌀𐌚𐌖𐌓,afur,mr-afuries,,,1.000,clean
318,alfnal,alfnal,𐌀𐌋𐌚𐌍𐌀𐌋,alfnal,mrs-alfnis-daughters-husband,,,1.000,clean
326,us,us,𐌖𐌔,us,mrs-titis,,,1.000,clean
